Image,Ground Truth Annotation Count,Model Prediction Count,Ground Truth Area,Model Prediction Area,Ground Truth Area Normalized,Model Prediction Area Normalized
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_0_400_400.png,5,5,12536,5902,0.07835,0.0368875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_0_720_400.png,5,3,12085,4012,0.07553125,0.025075
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_0_1040_400.png,5,5,7242,3498,0.0452625,0.0218625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_0_1360_400.png,8,11,8930,13004,0.0558125,0.081275
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_0_1680_400.png,5,9,5850,10468,0.0365625,0.065425
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_0_2000_400.png,2,3,2233,5502,0.01395625,0.0343875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_0_2048_400.png,2,0,1449,0,0.00905625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_320_400_720.png,21,20,35242,32022,0.2202625,0.2001375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_320_720_720.png,21,21,36368,31179,0.2273,0.19486875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_320_1040_720.png,19,19,30491,25824,0.19056875,0.1614
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_320_1360_720.png,35,34,50389,50498,0.31493125,0.3156125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_320_1680_720.png,39,43,43022,52715,0.2688875,0.32946875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_320_2000_720.png,28,32,37797,44550,0.23623125,0.2784375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_320_2048_720.png,25,28,34939,40493,0.21836875,0.25308125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_640_400_1040.png,16,17,33167,36820,0.20729375,0.230125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_640_720_1040.png,13,13,26124,25613,0.163275,0.16008125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_640_1040_1040.png,15,17,25908,25128,0.161925,0.15705
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_640_1360_1040.png,21,24,34196,38294,0.213725,0.2393375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_640_1680_1040.png,47,47,60228,62344,0.376425,0.38965
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_640_2000_1040.png,21,23,22285,24256,0.13928125,0.1516
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_640_2048_1040.png,14,13,13983,13670,0.08739375,0.0854375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_960_400_1360.png,5,5,7426,7709,0.0464125,0.04818125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_960_720_1360.png,1,0,585,0,0.00365625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_960_1040_1360.png,7,8,8974,9189,0.0560875,0.05743125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_960_1360_1360.png,22,24,31246,35402,0.1952875,0.2212625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_960_1680_1360.png,41,45,65102,73166,0.4068875,0.4572875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_960_2000_1360.png,14,13,17226,15803,0.1076625,0.09876875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_960_2048_1360.png,6,5,6428,6752,0.040175,0.0422
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1280_400_1680.png,20,20,36309,35826,0.22693125,0.2239125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1280_720_1680.png,7,8,12206,12171,0.0762875,0.07606875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1280_1040_1680.png,9,9,10428,10479,0.065175,0.06549375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1280_1360_1680.png,25,26,49325,43961,0.30828125,0.27475625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1280_1680_1680.png,16,17,29081,29895,0.18175625,0.18684375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1280_2000_1680.png,1,0,820,0,0.005125,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1280_2048_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1600_400_2000.png,42,40,65578,69019,0.4098625,0.43136875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1600_720_2000.png,31,32,41871,41924,0.26169375,0.262025
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1600_1040_2000.png,46,49,61061,64971,0.38163125,0.40606875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1600_1360_2000.png,40,52,76064,75277,0.4754,0.47048125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1600_1680_2000.png,23,24,39551,37023,0.24719375,0.23139375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1600_2000_2000.png,11,11,15586,16024,0.0974125,0.10015
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1600_2048_2000.png,9,9,12223,12493,0.07639375,0.07808125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1648_400_2048.png,35,36,63238,67998,0.3952375,0.4249875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1648_720_2048.png,32,34,46549,50782,0.29093125,0.3173875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1648_1040_2048.png,47,56,64639,76835,0.40399375,0.48021875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1648_1360_2048.png,40,52,73582,74606,0.4598875,0.4662875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1648_1680_2048.png,26,30,49235,48031,0.30771875,0.30019375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1648_2000_2048.png,15,16,22259,22078,0.13911875,0.1379875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1648_2048_2048.png,13,13,17549,17943,0.10968125,0.11214375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_0_400_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_0_720_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_0_1040_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_0_1360_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_0_1680_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_0_2000_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_0_2048_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_320_400_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_320_720_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_320_1040_720.png,1,0,1271,0,0.00794375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_320_1360_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_320_1680_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_640_400_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_640_720_1040.png,1,0,1660,0,0.010375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_640_1040_1040.png,6,6,8775,8820,0.05484375,0.055125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_960_400_1360.png,6,7,8031,8268,0.05019375,0.051675
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_960_720_1360.png,13,16,24372,26321,0.152325,0.16450625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_960_1040_1360.png,17,22,22678,26734,0.1417375,0.1670875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_960_1360_1360.png,7,7,9753,9734,0.06095625,0.0608375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,6,6,14112,13844,0.0882,0.086525
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,6,6,10942,10927,0.0683875,0.06829375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,4,4,7371,7255,0.04606875,0.04534375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1280_400_1680.png,24,25,35221,36611,0.22013125,0.22881875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1280_720_1680.png,19,20,32350,31672,0.2021875,0.19795
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,14,15,26811,26180,0.16756875,0.163625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,9,9,19800,19215,0.12375,0.12009375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,14,15,36041,35698,0.22525625,0.2231125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,9,9,15915,15280,0.09946875,0.0955
