Image,Ground Truth Annotation Count,Model Prediction Count,Ground Truth Area,Model Prediction Area,Ground Truth Area Normalized,Model Prediction Area Normalized
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_0_400_400.png,5,4,12536,4290,0.07835,0.0268125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_0_720_400.png,5,3,12085,4011,0.07553125,0.02506875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_0_1040_400.png,5,5,7242,6629,0.0452625,0.04143125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_0_1360_400.png,8,6,8930,6951,0.0558125,0.04344375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_0_1680_400.png,5,5,5850,4740,0.0365625,0.029625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_0_2000_400.png,2,2,2233,2432,0.01395625,0.0152
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_0_2048_400.png,2,0,1449,0,0.00905625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_320_400_720.png,21,19,35242,31006,0.2202625,0.1937875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_320_720_720.png,21,19,36368,29057,0.2273,0.18160625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_320_1040_720.png,19,19,30491,25793,0.19056875,0.16120625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_320_1360_720.png,35,32,50389,46259,0.31493125,0.28911875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_320_1680_720.png,39,33,43022,40546,0.2688875,0.2534125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_320_2000_720.png,28,27,37797,37909,0.23623125,0.23693125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_320_2048_720.png,25,26,34939,36481,0.21836875,0.22800625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_640_400_1040.png,16,16,33167,33022,0.20729375,0.2063875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_640_720_1040.png,13,13,26124,25657,0.163275,0.16035625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_640_1040_1040.png,15,17,25908,25181,0.161925,0.15738125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_640_1360_1040.png,21,21,34196,33491,0.213725,0.20931875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_640_1680_1040.png,47,38,60228,51170,0.376425,0.3198125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_640_2000_1040.png,21,21,22285,22236,0.13928125,0.138975
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_640_2048_1040.png,14,12,13983,13761,0.08739375,0.08600625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_960_400_1360.png,5,5,7426,7555,0.0464125,0.04721875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_960_720_1360.png,1,0,585,0,0.00365625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_960_1040_1360.png,7,8,8974,9284,0.0560875,0.058025
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_960_1360_1360.png,22,21,31246,29525,0.1952875,0.18453125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_960_1680_1360.png,41,34,65102,56622,0.4068875,0.3538875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_960_2000_1360.png,14,13,17226,14795,0.1076625,0.09246875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_960_2048_1360.png,6,5,6428,6857,0.040175,0.04285625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1280_400_1680.png,20,19,36309,34184,0.22693125,0.21365
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1280_720_1680.png,7,8,12206,12147,0.0762875,0.07591875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1280_1040_1680.png,9,9,10428,10655,0.065175,0.06659375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1280_1360_1680.png,25,25,49325,43473,0.30828125,0.27170625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1280_1680_1680.png,16,16,29081,29333,0.18175625,0.18333125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1280_2000_1680.png,1,0,820,0,0.005125,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1280_2048_1680.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1600_400_2000.png,42,35,65578,62770,0.4098625,0.3923125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1600_720_2000.png,31,29,41871,40634,0.26169375,0.2539625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1600_1040_2000.png,46,40,61061,53988,0.38163125,0.337425
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1600_1360_2000.png,40,38,76064,56844,0.4754,0.355275
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1600_1680_2000.png,23,21,39551,35447,0.24719375,0.22154375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1600_2000_2000.png,11,10,15586,15684,0.0974125,0.098025
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1600_2048_2000.png,9,8,12223,12480,0.07639375,0.078
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_1648_400_2048.png,35,33,63238,62437,0.3952375,0.39023125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_1648_720_2048.png,32,30,46549,45881,0.29093125,0.28675625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_1648_1040_2048.png,47,38,64639,49460,0.40399375,0.309125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_1648_1360_2048.png,40,37,73582,55432,0.4598875,0.34645
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_1648_1680_2048.png,26,24,49235,38878,0.30771875,0.2429875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_1648_2000_2048.png,15,14,22259,21711,0.13911875,0.13569375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_1648_2048_2048.png,13,12,17549,17759,0.10968125,0.11099375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_0_400_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_0_720_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_0_1040_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_0_1360_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_0_1680_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_0_2000_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_0_2048_400.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_320_400_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_320_720_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_320_1040_720.png,1,0,1271,0,0.00794375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_320_1360_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_320_1680_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_640_400_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_640_720_1040.png,1,0,1660,0,0.010375,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_640_1040_1040.png,6,6,8775,8673,0.05484375,0.05420625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_640_1360_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_640_1680_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_640_2000_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_640_2048_1040.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_960_400_1360.png,6,7,8031,8296,0.05019375,0.05185
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_960_720_1360.png,13,14,24372,24423,0.152325,0.15264375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_960_1040_1360.png,17,19,22678,23827,0.1417375,0.14891875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_960_1360_1360.png,7,7,9753,9635,0.06095625,0.06021875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_960_1680_1360.png,6,6,14112,13981,0.0882,0.08738125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_960_2000_1360.png,6,6,10942,11193,0.0683875,0.06995625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_960_2048_1360.png,4,4,7371,7263,0.04606875,0.04539375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1280_400_1680.png,24,23,35221,34533,0.22013125,0.21583125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1280_720_1680.png,19,19,32350,30443,0.2021875,0.19026875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1280_1040_1680.png,14,15,26811,26285,0.16756875,0.16428125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1280_1360_1680.png,9,9,19800,19548,0.12375,0.122175
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1280_1680_1680.png,14,14,36041,35662,0.22525625,0.2228875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1280_2000_1680.png,9,9,15915,15500,0.09946875,0.096875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1280_2048_1680.png,8,8,16927,16468,0.10579375,0.102925
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1600_400_2000.png,14,14,22996,23253,0.143725,0.14533125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1600_720_2000.png,8,7,14614,13889,0.0913375,0.08680625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1600_1040_2000.png,11,10,24710,22892,0.1544375,0.143075
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1600_1360_2000.png,12,12,23899,22926,0.14936875,0.1432875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1600_1680_2000.png,16,15,29107,30538,0.18191875,0.1908625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1600_2000_2000.png,6,6,10160,10999,0.0635,0.06874375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1600_2048_2000.png,5,5,9055,9793,0.05659375,0.06120625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_0_1648_400_2048.png,12,11,18212,17649,0.113825,0.11030625
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_320_1648_720_2048.png,6,7,11797,15303,0.07373125,0.09564375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_640_1648_1040_2048.png,9,7,21654,15934,0.1353375,0.0995875
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_960_1648_1360_2048.png,9,9,19761,18812,0.12350625,0.117575
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1280_1648_1680_2048.png,14,13,25152,26620,0.1572,0.166375
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1600_1648_2000_2048.png,4,4,8803,9613,0.05501875,0.06008125
./new_balanced_data/sliced_coco/val2017/08d9cdda-846b-489b-9_1_1648_1648_2048_2048.png,4,4,7911,8644,0.04944375,0.054025
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_0_400_400.png,5,8,11225,14865,0.07015625,0.09290625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_0_720_400.png,6,6,12839,12492,0.08024375,0.078075
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_0_1040_400.png,6,6,11364,11190,0.071025,0.0699375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_0_1360_400.png,10,10,12996,13669,0.081225,0.08543125
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_0_1680_400.png,10,11,13756,14154,0.085975,0.0884625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_0_2000_400.png,3,3,5833,5827,0.03645625,0.03641875
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_0_2048_400.png,2,3,5182,5446,0.0323875,0.0340375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_320_400_720.png,2,2,3353,3273,0.02095625,0.02045625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_320_720_720.png,4,4,9312,9030,0.0582,0.0564375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_640_320_1040_720.png,3,4,5158,5463,0.0322375,0.03414375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_960_320_1360_720.png,7,8,10868,11265,0.067925,0.07040625
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1280_320_1680_720.png,5,5,6367,6278,0.03979375,0.0392375
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1600_320_2000_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_1648_320_2048_720.png,0,0,0,0,0.0,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_0_640_400_1040.png,1,0,2721,0,0.01700625,0.0
./new_balanced_data/sliced_coco/val2017/12ec2b72-2167-4e9c-9_2_320_640_720_1040.png,1,0,2368,0,0.0148,0.0
