Image,Ground Truth Annotation Count,Model Prediction Count,Ground Truth Area,Model Prediction Area,Ground Truth Area Normalized,Model Prediction Area Normalized
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_0_400_400.png,5,4,12536,4242,0.07835,0.0265125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_0_720_400.png,5,4,12085,5613,0.07553125,0.03508125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_0_1040_400.png,5,7,7242,5974,0.0452625,0.0373375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_0_1360_400.png,8,9,8930,10977,0.0558125,0.06860625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_0_1680_400.png,5,7,5850,5394,0.0365625,0.0337125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_0_2000_400.png,2,3,2233,3789,0.01395625,0.02368125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_0_2048_400.png,2,2,1449,6187,0.00905625,0.03866875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_320_400_720.png,21,20,35242,31657,0.2202625,0.19785625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_320_720_720.png,21,20,36368,30835,0.2273,0.19271875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_320_1040_720.png,19,21,30491,29978,0.19056875,0.1873625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_320_1360_720.png,35,37,50389,52417,0.31493125,0.32760625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_320_1680_720.png,39,40,43022,48567,0.2688875,0.30354375
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_320_2000_720.png,28,33,37797,45833,0.23623125,0.28645625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_320_2048_720.png,25,28,34939,40530,0.21836875,0.2533125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_640_400_1040.png,16,17,33167,35888,0.20729375,0.2243
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_640_720_1040.png,13,13,26124,25454,0.163275,0.1590875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_640_1040_1040.png,15,17,25908,25075,0.161925,0.15671875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_640_1360_1040.png,21,22,34196,34241,0.213725,0.21400625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_640_1680_1040.png,47,45,60228,56045,0.376425,0.35028125
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1600_640_2000_1040.png,21,24,22285,23422,0.13928125,0.1463875
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1648_640_2048_1040.png,14,16,13983,16538,0.08739375,0.1033625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_0_960_400_1360.png,5,5,7426,7844,0.0464125,0.049025
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_320_960_720_1360.png,1,0,585,0,0.00365625,0.0
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_640_960_1040_1360.png,7,8,8974,9089,0.0560875,0.05680625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_960_960_1360_1360.png,22,24,31246,34601,0.1952875,0.21625625
./new_balanced_data/sliced_coco/val2017/0492a795-9453-4099-9_0_1280_960_1680_1360.png,41,39,65102,64561,0.4068875,0.40350625
